Acidobacteria	4.04109e-07	0	0	0	0	4.00078e-07	0	0	0	0	0	0	1.25553e-06	0	0	0	0	0	2.80535e-07	4.69738e-06	0	0	0	5.63787e-07	0	0	5.18243e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2369e-07	0	0	0	0	0	0	0	0	0	0	2.847583e-06	0	0	0	6.87181e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78202e-07	0	0	0	0	0	0	0	3.51809e-06	0	0	0	0	3.08904e-06	0	0	0	0	1.29242e-06	0	0	3.054774e-06	6.15078e-07	0	5.33949e-07	0	0	0	0	0	1.686105e-06	5.39646e-07	0	5.03292e-07	0	0	0	0	0	0	8.94785e-07	0
Actinobacteria	0.0002312343614	0.0003378265302	0.000687032621	0.0007095857045	0.0002303880725	0.0005584150299	0.0003253247763	0.000300014907	0.0014212231172	0.0020503085685	0.0021676381997	0.0014575339406	0.0001880597038	9.28066773e-05	0.0004103275285	0.0001205096038	0.0002446956268	0.0008859483199	0.012253928588	0.0066693166437	0.008190531563	0.0003675047118	0.0049319350579	9.48682283e-05	0.0049194304693	0.0001323271751	0.0001891533771	0.0017162894553	0.0063077956796	0.0005623563486	0.007392993319	0.0116434735113	0.0049405015127	0.0002044883815	0.000579064798	0.0017588270455	9.8046317e-05	0.0001102990218	8.8471188e-05	0.0125287445144	0.0001441416397	0.0004376574149	0.0001017884451	0.0279007482141	0.0011159327578	0.0003127880135	0.0003745842248	0.0002728147462	0.0008270410951	0.0001011084921	0.0024488259137	0.0079412142379	0.0003263333065	0.000236563635	0.0002341397512	0.0038906088182	0.0004115025865	0.0008762192847	0.0004287567712	0.0004240144536	0.000104966739	9.22418382e-05	0.0001058607852	0.0012742967694	0.0001877834179	0.0001520067496	0.0002611994193	0.0003550328947	0.000172951932	7.76601482e-05	0.0001999035477	0.0005973711155	0.000494976828	0.008617741113	0.0003206017217	0.0001326843009	0.0002879419252	0.0001863535453	0.0002417085949	0.0001157893754	0.0001571172231	0.0001663477084	0.00012364514	0.0001416760725	0.000217461055	0.0079089082726	0.0120441513606	0.0002385273801	0.0004253014808	0.0006281759292	0.0048146182463	0.0035873599703	0.0005591335153	0.0068024660793	0.0001343388258	0.00138269358	0.0001214693145	0.0006092231513	0.0004477963157	0.000153463766	0.0014521122412	0.0024211820569	0.0003130171787	0.000199402643	0.0007236037426	0.0002964930606	0.0003374519831	0.0001594683921	0.0432327280923	0.0007551303511	0.0013326384709	0.0031019510627	0.0020959583519	0.0003227842176	0.0001753556233	0.000187341959	9.2405538e-05	0.0001071005328
Apicomplexa	0.000405772023	0.000432602795	0.00036817915	0.000450662334	0.000421669346	0.000387607312	0.00036810329	0.000374196711	0.000416447543	0.000331392052	0.000294246858	0.000412602032	0.000580456793	0.000281718249	0.000337176669	0.000296083536	0.000381700761	0.000267422845	0.000371578872	0.000434405414	0.000308250735	0.000261563163	0.000220566013	0.000289917807	0.000453166684	0.00026352217	0.000380212157	0.000318548861	0.000483767647	0.00038233851	0.000301407342	0.000453578502	0.000288555132	0.000337962758	0.000276549463	0.000343613358	0.000255100456	0.00037576429	0.000268627436	0.000315437554	0.000435460783	0.000314332917	0.000265233517	0.000250443316	0.000374936233	0.000349020173	0.000340956649	0.000390190822	0.000308523568	0.000290536119	0.000477204983	0.000387570143	0.000276765354	0.000376991297	0.000327998289	0.000402717187	0.000392397642	0.000374964427	0.000545238132	0.007794763986	0.000352404241	0.00044825227	0.000402478674	0.000314605421	0.000435461716	0.000451722845	0.000353606369	0.000396624669	0.000285234069	0.000282217038	0.000286399986	0.000405380121	0.000288539271	0.000221812814	0.000376435715	0.000255623128	0.000373621825	0.000383658166	0.000328883481	0.000784328718	0.000310318244	0.000281609191	0.000357940839	0.000298714795	0.000367397307	0.000275965343	0.000364725855	0.000362482576	0.000344115692	0.000323814524	0.000377750336	0.000272367069	0.000291878828	0.000228312913	0.000383237236	0.000204960355	0.000270359545	0.000867425068	0.000385131733	0.000397226426	0.00036400741	0.00035940126	0.00019766128	0.00033713459	0.000333795045	0.000229769036	0.000230860145	0.000394828373	0.000197758557	0.00038977961	0.000313759729	0.000336143111	0.000336446002	0.000368816132	0.000548263647	0.000348770647	0.000326137327	0.00021349783
Arthropoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artverviricota	2.40301e-06	1.02033e-06	0	2.5674e-06	0	1.41456e-06	4.20978e-06	5.40751e-07	1.69079e-06	6.96454e-07	1.06135e-06	0	9.36039e-07	2.01186e-06	5.61787e-06	3.8205e-06	0	1.6558e-06	0	7.77461e-07	0	4.38052e-06	2.2574e-06	1.68129e-06	0	4.90949e-06	2.654186e-06	1.57284e-06	2.93893e-06	9.13423e-07	1.34006e-06	0	1.8714e-06	2.821682e-06	1.44562e-06	3.01381e-06	7.28387e-07	2.692518e-06	0	1.16344e-06	1.85243e-06	0	8.43207e-07	2.07606e-06	0	7.68738e-06	6.05667e-06	1.84776e-06	2.54875e-06	0	1.55022e-06	0	1.59198e-06	4.36787e-06	1.18084e-06	3.47508e-06	1.49659e-06	7.20326e-07	2.56852e-06	9.06151e-07	3.17022e-06	3.88591e-06	0	2.57155e-06	7.11478e-07	1.48743e-06	1.76127e-06	3.85516e-06	1.17975e-06	2.39738e-06	9.77796e-07	4.60326e-06	2.76252e-06	2.313104e-06	3.47173e-06	6.76162e-07	5.17282e-06	2.26642e-06	1.98408e-06	1.72813e-06	1.32669e-06	3.73966e-06	2.77054e-06	9.0873e-07	3.14743e-06	5.07864e-07	2.70792e-06	2.487524e-06	1.67633e-06	0	0	3.35037e-06	7.53535e-07	1.14651e-06	9.63545e-07	0	1.26214e-06	2.06893e-06	1.83425e-06	9.18492e-07	1.59231e-06	7.78115e-07	2.24582e-06	0	1.43543e-06	9.53343e-07	2.8071e-06	4.3731e-06	0	4.50265e-06	9.89911e-07	9.65641e-07	1.09094e-06	0	7.309e-07	0	1.33419e-06	0
Ascomycota	9.3119541e-05	0.000290678503	0.00046482178	8.26187096e-05	0.002143800274	9.9551837e-05	0.000122406945	0.0001613267564	0.000274472819	9.69603155e-05	0.000118777588	7.37376916e-05	0.000157600689	0.00016796015	0.0001267871962	0.000121575328	8.3536922e-05	8.889698e-05	0.0001189231708	0.0001435453125	0.000103890237	0.00031952443	0.0002671252379	0.00013210804	8.86380166e-05	5.61381109e-05	0.000537110514	0.0003149483717	0.0009268391633	0.0001331023252	9.3995319e-05	8.07901373e-05	7.6415268e-05	0.0001082654629	0.0001213750009	0.000106878702	6.38868059e-05	0.000124664354	0.000149375549	0.0001822255396	8.7371511e-05	0.000114794519	0.0001022381113	0.0001640815081	0.001172151737	7.3087527e-05	0.00015773498	8.2883256e-05	6.6950557e-05	0.000205936181	0.000122138635	0.003097553933	0.000112841954	0.0005387113972	0.00100626329	0.000103466062	0.0001321275543	0.000239270241	0.0001827615706	8.15139554e-05	4.4523497e-05	5.9830836e-05	8.4963165e-05	0.0001094935929	6.7464878e-05	0.0001006621416	8.04187548e-05	0.0002858761894	6.132394e-05	5.4904313e-05	7.0282867e-05	0.0001049857814	9.1458454e-05	9.6600272e-05	0.000102457859	0.000308225874	9.3742317e-05	0.000108232344	0.000150408178	5.7832594e-05	9.3863092e-05	8.09150152e-05	0.0001106073325	9.59037568e-05	6.7787274e-05	0.0001319073387	0.000573776645	5.62682077e-05	0.000452259872	0.0001011055248	0.0001462581006	0.0001194062403	0.000511626201	0.0002487505779	0.000121793278	0.00050355276	5.25071134e-05	0.000321451945	0.00036587858	9.41224695e-05	0.001396986184	0.000106443284	8.54161932e-05	6.2343644e-05	0.0002081118389	0.000325053075	8.6868755e-05	0.000115497419	0.0003273932042	0.0001829469656	0.000130816446	8.193671e-05	8.4278215e-05	0.0001052428219	0.0001063427825	7.30077985e-05	8.430886e-05	7.79934842e-05
Bacteroidota	0.0039989292954	0.000552917178	0.0070564899943	0.0029947980886	0.0004912460386	0.0018103474929	0.0007199774065	0.0005805766563	0.0299525235877	0.0004552740911	0.0013712947279	0.0117626024623	0.0004776202879	0.0003373350364	0.0009598292255	0.000270597118	0.0005147775703	0.0002961384375	0.0120014514346	0.050897336463	0.0029641736579	0.0004567674358	0.0267703474204	0.0002270795827	0.0125788217002	0.0002723845602	0.0037293504385	0.0153931913996	0.0006972808614	0.0003498402766	0.0186043344524	0.0015143682876	0.0003836790887	0.0106211505117	0.0002282772786	0.0170273469375	0.0008231098704	0.0003432650564	0.0002266731066	0.0004604315382	0.0003853331896	0.0169723675256	0.0002407512966	0.1207256710823	0.0003171308662	0.0003037008736	0.0004278871565	0.0002711197992	0.00028387029	0.0002834740522	0.014819317129	0.0086110208732	0.0231885051334	0.000601700968	0.0005755364056	0.0005211334459	0.0025387279556	0.0023741054962	0.0040544932624	0.0004270531786	0.000224401342	0.000326476201	0.0002782646857	0.0004139631507	0.0003766999504	0.0004122543964	0.0003742817734	0.0004438915032	0.0002444067021	0.0002138032232	0.0002763718766	0.0004939144062	0.0003483433323	0.1724273479301	0.0004328103887	0.0003149999689	0.0006825490307	0.0004645731322	0.0007030574757	0.0002579767937	0.0004392820451	0.0002610884713	0.0003639484705	0.0005528769817	0.0003407988728	0.0333228643513	0.0016866953567	0.0002418124924	0.0004122547524	0.0004970854834	0.0200714090703	0.0005680708945	0.0239712555506	0.203582445543	0.0004879073265	0.0004071302844	0.000254618473	0.0004271849158	0.000359978912	0.0005112626405	0.0287493565438	0.0019396879632	0.0003302632407	0.000405121314	0.0005086968685	0.0002906021465	0.0003532837242	0.0024618173827	0.2988140782372	0.0475746434845	0.0122119209297	0.0142765140278	0.0013476063968	0.0105370285224	0.0004640533292	0.0008269895236	0.0002263945411	0.0002123575134
Basidiomycota	3.27457e-06	1.4416723e-05	0	1.212872e-06	1.51134e-05	4.292935e-06	4.31616e-07	5.0053e-07	2.20196e-06	0	0	0	0	5.24019e-06	0	0	8.66277e-07	2.617705e-06	5.72068e-07	2.895776e-06	0	0	7.441257e-06	2.18959e-06	4.3925e-07	0	3.62288e-05	2.04835e-06	7.65488e-06	6.08948e-07	3.67861e-07	2.3284127e-05	6.94029e-07	0	1.88267e-06	0	6.523928e-06	0	0	2.692369e-06	1.23495e-06	0	4.62938e-07	2.007405e-06	1.99313e-06	0	0	0	0	0	0	3.176256e-05	0	1.6131e-05	0.000129836981	0	8.56621e-07	1.8762e-06	3.34505e-06	0	0	0	5.48169e-07	0	3.96445e-07	0	0	5.756224e-06	0	0	0	0	0	0	4.8362e-07	5.28349e-06	0	0	1.72261e-06	3.55792e-07	0	2.43512e-06	0	0	0	2.0912e-07	2.0352245e-05	6.28775e-07	7.27711e-07	8.53234e-07	2.95346e-07	0	3.9254e-06	1.49313e-06	0	1.72871e-06	0	2.207132e-06	2.38879e-06	0	1.0805606e-05	0	9.03905e-07	0	2.269321e-06	0	0	0	1.630284e-06	0	0	0	0	0	0	0	0	0
Chlorobi	0	0	0	0	0	0	0	0	0	0	0	0	2.16252e-06	0	0	2.57768e-07	0	0	0	2.333393e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18686e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.770391e-06	0	0	0	0	0	0	0	6.98022e-07	0	0	0	0	2.52314e-07	0	0	0	1.37062e-07	0	0	0	2.53564e-06	2.67591e-07	0	0	0	1.445941e-06	0	0	9.64147e-06	4.95027e-07	2.47882e-07	0	4.19996e-07	4.54574e-07	0	0	1.28644e-06	1.51516e-06	0	2.64499e-07	2.02529e-07	0	0	2.94421e-07	0	0	0	0	0
Chloroflexi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51978e-06	0	0	0	0	0	0	0
