ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant	VF
MHP168L_RS00675	1889.483187	-0.574520769	0.070131256	-8.192078756	2.57E-16	6.63E-16	normal	-
MHP168L_RS00680	3120.616754	-0.720183326	0.0767435	-9.384290858	6.33E-21	1.88E-20	normal	-
MHP168L_RS00685	2118.932234	-0.22184723	0.079950443	-2.774809265	0.005523409	0.007670244	normal	-
MHP168L_RS00690	5179.771162	-0.495883638	0.072596933	-6.830641667	8.45E-12	1.88E-11	normal	-
MHP168L_RS00695	451.6903629	0.401236176	0.10260594	3.910457595	9.21E-05	0.000149342	normal	-
MHP168L_RS00700	12524.19075	-0.597020376	0.05681072	-10.50893881	7.86E-26	2.65E-25	normal	-
MHP168L_RS00705	956.7218659	-0.333658508	0.07880558	-4.233945224	2.30E-05	3.83E-05	normal	-
MHP168L_RS00710	1112.313613	-0.624534978	0.08943245	-6.983315094	2.88E-12	6.49E-12	normal	-
MHP168L_RS00715	2172.981265	-0.922137563	0.079459837	-11.60507739	3.88E-31	1.50E-30	normal	-
MHP168L_RS00720	5811.648386	-0.582931227	0.073351563	-7.947086619	1.91E-15	4.80E-15	normal	-
MHP168L_RS00725	2357.384267	-0.977540928	0.083909409	-11.64995609	2.30E-31	8.99E-31	normal	-
MHP168L_RS00730	136.1767613	2.390620848	0.211842616	11.28489109	1.56E-29	5.82E-29	up	-
MHP168L_RS00735	201.3418538	1.232443093	0.162102446	7.602865515	2.90E-14	6.99E-14	up	-
MHP168L_RS00740	10.43933039	0.45686922	0.583276601	0.783280555	0.43346238	0.473335773	normal	-
MHP168L_RS00745	93.29245167	1.027419445	0.216600128	4.743392607	2.10E-06	3.74E-06	up	-
MHP168L_RS00750	224.175044	0.30401098	0.135305133	2.246854739	0.024649312	0.032223612	normal	-
MHP168L_RS00755	7.457261455	-0.887866447	0.70727358	-1.255336651	0.209356576	0.244970492	normal	-
MHP168L_RS00760	42.62084238	0.841661372	0.33673079	2.499508205	0.012436582	0.016612204	normal	-
MHP168L_RS00765	478.5129456	0.791977454	0.120605379	6.566684351	5.14E-11	1.10E-10	normal	-
MHP168L_RS00775	10.64630889	0.080742633	0.579805561	0.139258121	0.889246182	0.902738193	normal	-
MHP168L_RS00780	0.267401785	1.282861341	3.517171506	0.364742333	0.715303755	0.747817562	normal	-
MHP168L_RS00785	377.7531959	0.604865104	0.11715984	5.162734143	2.43E-07	4.52E-07	normal	-
MHP168L_RS00790	196.8178776	-0.055692708	0.148377166	-0.375345546	0.707403497	0.741578949	normal	-
MHP168L_RS00795	406.0237615	0.583636407	0.108392826	5.384456044	7.27E-08	1.37E-07	normal	-
MHP168L_RS00800	11.3780645	-0.460709129	0.563438383	-0.817674377	0.413543145	0.455640352	normal	-
MHP168L_RS00805	57.80311578	0.346290054	0.259590808	1.33398427	0.182209012	0.21629973	normal	-
MHP168L_RS00810	74.62569117	1.265807565	0.242807299	5.213218751	1.86E-07	3.46E-07	up	-
MHP168L_RS00815	360.6177885	0.426657841	0.113137627	3.771140105	0.000162503	0.000261712	normal	-
MHP168L_RS00820	450.4818528	0.317736887	0.10639441	2.98640583	0.002822778	0.004041954	normal	-
MHP168L_RS00830	9186.627379	-0.015172536	0.06321482	-0.240015485	0.810318252	0.835286041	normal	-
MHP168L_RS00835	1586.960081	-1.208292593	0.084747571	-14.25754839	4.02E-46	2.31E-45	down	-
MHP168L_RS00840	286.1531849	-1.545806899	0.132182586	-11.69448216	1.36E-31	5.38E-31	down	-
MHP168L_RS00845	54.83833587	-0.57907996	0.270601021	-2.139976994	0.032356626	0.041926896	normal	-
MHP168L_RS00850	40.39980042	-0.240055573	0.323298123	-0.742520775	0.457771869	0.496932295	normal	-
MHP168L_RS00855	106.5915096	-0.38452864	0.208677772	-1.842690945	0.065374147	0.082248499	normal	-
MHP168L_RS00860	22.09094974	-0.388066751	0.41233926	-0.941134615	0.346635879	0.388908547	normal	-
MHP168L_RS00865	134.3098229	0.531463754	0.17650963	3.010961807	0.002604216	0.003750887	normal	-
MHP168L_RS00870	35.35665543	-0.486960072	0.32249617	-1.509971643	0.13105066	0.158901624	normal	-
MHP168L_RS00875	1336.89665	-0.067954937	0.08014842	-0.847863713	0.396513875	0.438848439	normal	-
MHP168L_RS00880	269.1575561	0.533637184	0.128643017	4.148201707	3.35E-05	5.54E-05	normal	-
MHP168L_RS00885	955.5455932	0.88374164	0.087173514	10.1377311	3.76E-24	1.21E-23	normal	-
MHP168L_RS00890	6906.305141	0.42427575	0.053722133	7.897596916	2.84E-15	7.12E-15	normal	-
MHP168L_RS00895	9.887432242	-0.380521047	0.656880049	-0.579285438	0.56239659	0.599889696	normal	-
MHP168L_RS00900	59161.55428	1.675767639	0.068401171	24.49910757	1.51E-132	2.10E-131	up	-
MHP168L_RS00905	59504.0736	1.748267609	0.067443449	25.9219783	3.77E-148	6.30E-147	up	-
MHP168L_RS00910	3063.325427	-2.167490153	0.062566193	-34.64315249	5.66E-263	2.08E-261	down	-
MHP168L_RS00915	1263.128773	-0.81136716	0.083118243	-9.761601425	1.65E-22	5.07E-22	normal	-
MHP168L_RS00920	10205.31392	-0.559424624	0.072956524	-7.667917781	1.75E-14	4.27E-14	normal	-
MHP168L_RS00925	14655.82085	-0.221679272	0.062288028	-3.558938663	0.000372356	0.00058684	normal	-
MHP168L_RS00930	101.1795771	-0.049634306	0.196762708	-0.252254639	0.800844247	0.826677933	normal	-
MHP168L_RS00935	16793.10796	-0.232634496	0.064224586	-3.622203118	0.000292105	0.000464339	normal	-
MHP168L_RS00940	1739.915466	-4.53135711	0.091983954	-49.26247371	0	0	down	-
MHP168L_RS00945	584.0634572	-0.473566323	0.094617179	-5.005077578	5.58E-07	1.02E-06	normal	-
MHP168L_RS00950	5643.134778	1.349191003	0.07442755	18.12757513	1.93E-73	1.54E-72	up	-
MHP168L_RS00955	4353.580276	-0.187501486	0.069017898	-2.716708152	0.006593472	0.009036863	normal	-
MHP168L_RS00960	1512.005305	-0.68728614	0.082156294	-8.365593284	5.98E-17	1.58E-16	normal	-
MHP168L_RS00965	3034.807148	-0.186651544	0.067463606	-2.766699789	0.005662688	0.007848847	normal	-
MHP168L_RS00970	4516.081288	-0.341892665	0.086087702	-3.97144607	7.14E-05	0.000116067	normal	-
MHP168L_RS00975	158.755817	-5.097703546	0.292987625	-17.39904045	8.39E-68	6.24E-67	down	-
MHP168L_RS00985	70.96069263	9.328947262	1.194473304	7.810092723	5.71E-15	1.42E-14	up	-
MHP168L_RS00990	387.6353099	4.695963622	0.197615622	23.76311943	8.04E-125	1.06E-123	up	-
MHP168L_RS00995	80.65303287	-3.343031729	0.275686888	-12.12619053	7.67E-34	3.21E-33	down	-
MHP168L_RS01000	42237.21431	1.160350871	0.079285529	14.63509028	1.68E-48	1.02E-47	up	pdhB(PDH-B)
MHP168L_RS01005	52967.53449	1.233403811	0.06820925	18.08264743	4.37E-73	3.46E-72	up	pdhA
MHP168L_RS01015	6.620018009	-1.72089668	0.828617934	-2.076827704	0.037817464	0.048660234	down	-
MHP168L_RS01020	77.47249734	-1.603080597	0.269808748	-5.941544181	2.82E-09	5.72E-09	down	-
MHP168L_RS01025	3.337981833	-0.562920521	1.034160904	-0.544325858	0.586217256	0.622591487	normal	-
MHP168L_RS01030	3754.783425	0.830549771	0.066355735	12.51662382	6.06E-36	2.86E-35	normal	-
MHP168L_RS01035	9117.987415	-0.118939114	0.070648685	-1.683529048	0.092272721	0.11413903	normal	-
MHP168L_RS01045	169.6969295	2.685340833	0.206345889	13.01378405	1.02E-38	5.11E-38	up	-
MHP168L_RS01050	4925.938292	2.760023274	0.066072655	41.77254983	0	0	up	P97/P102 paralog family
MHP168L_RS01055	4123.199511	0.769852184	0.069431192	11.0879875	1.43E-28	5.31E-28	normal	P102
MHP168L_RS01060	1.264943671	0.200135982	1.671290132	0.119749395	0.90468167	0.91714285	normal	-
MHP168L_RS01070	25009.6727	-1.387814033	0.053726823	-25.83093427	3.99E-147	6.38E-146	down	P102
MHP168L_RS01075	86.67885725	0.733792724	0.228518772	3.21108291	0.001322358	0.001961888	normal	-
MHP168L_RS01080	7019.775821	0.823398223	0.05749179	14.32201406	1.59E-46	9.24E-46	normal	-
MHP168L_RS01085	1127.424018	1.23494343	0.081931222	15.07292828	2.44E-51	1.56E-50	up	-
